radar_key,distance,x,thickness,easting,northing,elevation,time,part_idx,elevation_date,antenna,date_str,temperate,thickness_user_lower,thickness_user_upper,thickness_user_std,thickness_user_nmad,thickness_user_count,thickness_gpr_uncertainty,thickness_gnss_uncertainty,thickness_nmad,thickness_std,thickness_lower,thickness_upper,temperate_user_lower,temperate_user_upper,temperate_user_std,temperate_user_nmad,temperate_user_count,temperate_user_temperate_line_count,temperate_gpr_uncertainty,temperate_gnss_uncertainty,temperate_nmad,temperate_std,temperate_lower,temperate_upper,temperate_frac,temperate_frac_std,bed_type,bed_elevation,temperate_elevation,geometry,glacier
ragna_mariebreen-20240412-DAT_0399_A1_1,0.0,0,97.95917510986328,557939.1332868938,8639477.11969333,605.8704223632812,2024-04-12 14:15:27+00:00,0,2024-04-29,25 MHz,20240412,97.95917510986328,97.95917510986328,99.2750473022461,0.7805366471909609,1.0838413192749023,5,2.029935958418872,1.105995474038301,2.5531506005801363,2.439898244083809,95.6474947721273,101.58672763998207,97.95917510986328,97.08192867040634,0.8424407432911418,1.3006055711388587,5.0,5.0,0.5312626469082877,1.198530298140314,1.8466969776435296,1.5583392703507288,97.95917510986328,95.77093100619777,1.0,0.008599916672903041,certain_temperate,507.91124725341797,605.8704223632812,POINT (557939.1332868938 8639477.11969333),ragna_mariebreen
ragna_mariebreen-20240412-DAT_0399_A1_1,5.0,25,98.98263549804688,557940.9462506261,8639481.66393174,606.1499633789062,2024-04-12 14:15:32+00:00,0,2024-04-29,25 MHz,20240412,97.8129734992981,98.10538482666016,99.71366882324219,1.0795110728050001,1.0838300079345702,17,2.049698722265222,1.10874875386556,2.5700731774316403,2.5682548174904136,95.7750224833208,102.04403116658155,98.39780449867249,94.15778064727783,25.375570697451906,3.0347460970044136,15.0,15.0,0.531777438104069,1.2671338319778442,3.331380984682314,25.412752775195358,98.98263549804688,92.7835843760635,0.9881831596737808,0.2563638619013394,certain_temperate,507.1673278808594,604.9803013801575,POINT (557940.9462506261 8639481.66393174),ragna_mariebreen
ragna_mariebreen-20240412-DAT_0399_A1_1,10.0,41,98.98263549804688,557946.048107359,8639481.245276138,606.633984375,2024-04-12 14:15:35.400000+00:00,0,2024-04-29,25 MHz,20240412,97.8129734992981,98.25159454345703,99.85987854003906,1.298371837310409,1.3006005340576172,17,2.049698722265222,0.0,2.427514490429798,2.4263211411469197,96.20189582119181,101.90957726230428,98.39780449867249,94.15778064727783,25.378579080890283,3.2515141487717627,15.0,15.0,0.531777438104069,0.0,3.294712658691117,25.384149846088572,98.92958193677656,93.62600320917376,0.9881831596737808,0.25639425494374773,certain_temperate,507.6513488769531,605.4643223762512,POINT (557946.048107359 8639481.245276138),ragna_mariebreen
ragna_mariebreen-20240412-DAT_0399_A1_1,15.0,50,98.98263549804688,557950.2048752523,8639479.023393363,606.9635342684659,2024-04-12 14:15:37.090908928+00:00,0,2024-04-29,25 MHz,20240412,97.8129734992981,98.10538482666016,100.00608825683594,1.353438801552082,1.517371060180664,17,2.049698722265222,0.0,2.5502313201608744,2.4562291101610247,96.05568610439494,102.05578697910116,98.39780449867249,94.15778064727783,25.419236829987927,3.2515141487717627,15.0,15.0,0.531777438104069,0.0,3.294712658691117,25.424798686768227,98.92958193677656,93.62600320917376,0.9881831596737808,0.2568050113243297,certain_temperate,507.980898770419,605.7938722697171,POINT (557950.2048752523 8639479.023393363),ragna_mariebreen
ragna_mariebreen-20240412-DAT_0399_A1_1,20.0,59,98.98263549804688,557954.9630015987,8639476.295355216,607.3086791992188,2024-04-12 14:15:38.800000+00:00,0,2024-04-29,25 MHz,20240412,97.8129734992981,98.83642578125,100.29850006103516,1.3439980020903008,1.517371060180664,17,2.049698722265222,0.7919527689615885,2.6703686963779747,2.5758075762650305,96.63905142982019,102.49587441246497,98.39780449867249,94.15778064727783,25.424162016231445,3.468280698251724,15.0,15.0,0.531777438104069,0.0,3.508811514678723,25.429722795800632,98.92958193677656,93.62600320917376,0.9881831596737808,0.2568547694078434,certain_temperate,508.3260437011719,606.13901720047,POINT (557954.9630015987 8639476.295355216),ragna_mariebreen
ragna_mariebreen-20240412-DAT_0399_A1_1,25.0,68,99.71366882324219,557958.8815855518,8639473.92809089,607.55986328125,2024-04-12 14:15:40.600000+00:00,0,2024-04-29,25 MHz,20240412,98.54400682449341,99.2750473022461,100.73712158203125,1.3341387287246889,1.0838413192749023,17,2.0638232240374874,1.5839138031005857,2.8183082232248147,2.923709182393519,96.6734806135508,103.33868827072655,99.1288378238678,94.88881397247314,25.45723659431579,3.2515138836622235,15.0,15.0,0.531777438104069,0.0,3.2947123970575523,25.462790150779778,99.66061526197187,94.35703653436907,0.9882697927721205,0.25530337911287426,certain_temperate,507.84619445800786,606.3902012825013,POINT (557958.8815855518 8639473.92809089),ragna_mariebreen
ragna_mariebreen-20240412-DAT_0399_A1_1,30.0,76,100.44470977783203,557963.0268400455,8639471.309726117,607.7692443847657,2024-04-12 14:15:42.200000+00:00,0,2024-04-29,25 MHz,20240412,99.27504777908325,100.00608825683594,101.61437225341797,1.3607343890962682,0.9754560562133788,18,2.077954736980852,1.7423076629638672,2.8818477404205676,3.0339957084730638,97.29434861568973,104.32611189456418,99.85987877845764,95.76606178283691,25.753134353053834,3.2515138836622235,15.0,15.0,0.531777438104069,0.0,3.2947123970575523,25.758624114073292,100.39165621656171,95.23428434473284,0.9883551657291271,0.25639114703019933,certain_temperate,507.32453460693364,606.5995823860169,POINT (557963.0268400455 8639471.309726117),ragna_mariebreen
ragna_mariebreen-20240412-DAT_0399_A1_1,35.0,83,101.32195281982422,557967.2598581838,8639468.099315416,607.9462524414063,2024-04-12 14:15:43.600000+00:00,0,2024-04-29,25 MHz,20240412,100.15229082107544,100.88333129882812,102.49161529541016,1.254946554131611,0.6503002670288086,18,2.0949212990680754,2.05909538269043,3.00856435556959,3.1942855066560547,97.94588869610273,105.42905789813555,100.73712182044983,96.6433048248291,26.009920106096235,3.0347470690727234,15.0,15.0,0.531777438104069,0.0,3.0809863707783602,26.015355680235967,101.2688992585539,96.11152738672503,0.9884559864254815,0.25670567317576654,certain_temperate,506.62429962158205,606.7765904426575,POINT (557967.2598581838 8639468.099315416),ragna_mariebreen
ragna_mariebreen-20240412-DAT_0399_A1_1,40.0,89,102.34541320800781,557971.236384989,8639464.915369779,608.114599609375,2024-04-12 14:15:44.800000+00:00,0,2024-04-29,25 MHz,20240412,101.17575120925903,101.61437225341797,103.22265625,1.2271667181186299,1.1922209266662598,18,2.114727746516592,1.9007015228271484,3.083201332826895,3.0968819601048136,98.77100458096254,106.06602392245543,101.76058220863342,97.6667652130127,26.233587596977532,3.0347470690727234,15.0,15.0,0.531777438104069,0.0,3.0809863707783602,26.238976836987565,102.2923596467375,97.13498777490862,0.9885714272668815,0.25632401858264164,certain_temperate,505.76918640136716,606.9449376106262,POINT (557971.236384989 8639464.915369779),ragna_mariebreen
ragna_mariebreen-20240412-DAT_0399_A1_1,45.0,94,103.07644653320312,557975.0890480505,8639462.06133531,608.27734375,2024-04-12 14:15:46+00:00,0,2024-04-29,25 MHz,20240412,101.90678453445435,102.19920349121094,103.95369720458984,1.242892549859228,1.517371060180664,18,2.128882695679805,1.5839138031005857,3.056687652000326,2.930137600542515,99.54572945372395,106.60717124207683,102.49161553382874,98.39779853820801,26.420720705383538,3.0347470690727234,15.0,15.0,0.531777438104069,0.0,3.0809863707783602,26.426071782154057,103.02339297193281,97.86602110010394,0.9886524803862733,0.25632160977603025,certain_temperate,505.2008972167969,607.1076817512512,POINT (557975.0890480505 8639462.06133531),ragna_mariebreen
