radar_key,distance,x,thickness,easting,northing,elevation,time,part_idx,elevation_date,antenna,date_str,temperate,thickness_user_lower,thickness_user_upper,thickness_user_std,thickness_user_nmad,thickness_user_count,thickness_gpr_uncertainty,thickness_gnss_uncertainty,thickness_nmad,thickness_std,thickness_lower,thickness_upper,temperate_user_lower,temperate_user_upper,temperate_user_std,temperate_user_nmad,temperate_user_count,temperate_user_temperate_line_count,temperate_gpr_uncertainty,temperate_gnss_uncertainty,temperate_nmad,temperate_std,temperate_lower,temperate_upper,temperate_frac,temperate_frac_std,bed_type,bed_elevation,temperate_elevation,geometry,glacier
dronbreen-20220328-DAT_0228_A1_2,0.0,0,95.15019226074219,538257.4003931836,8670304.772876665,698.7078247070312,2022-03-28 14:34:45+00:00,0,2022-05-04,100 MHz,20220328,0.0,95.15019226074219,95.15019226074219,0.18050565094849808,0.0,3,1.9214535214005257,1.01663032620669,2.173826316674265,2.1813076685992607,92.97636594406792,97.32401857741645,0.0,0.0,0.2210733702563746,0.23176370773315427,2.0,0.0,1.9214535214005257,1.0165666521749768,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,603.5576324462891,603.5576324462891,POINT (538257.4003931836 8670304.772876665),dronbreen
dronbreen-20220328-DAT_0228_A1_2,5.0,53,94.21223449707031,538262.2366804891,8670304.39851622,698.4029083251953,2022-03-28 14:36:52.249999872+00:00,0,2022-05-04,100 MHz,20220328,0.0,94.1080093383789,94.83753967285156,1.5467270507019388,0.7725702003479004,10,1.9028762575565408,1.5806407928466797,2.5915686527755657,2.9174865787106006,91.63427463805566,97.31127437317481,0.729522705078125,0.0,1.7227943078293255,1.081596018218994,8.0,0.0,1.9028762575565408,1.5806407928466797,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,604.190673828125,604.190673828125,POINT (538262.2366804891 8670304.39851622),dronbreen
dronbreen-20220328-DAT_0228_A1_2,10.0,60,93.6911392211914,538267.4848101881,8670303.260536322,698.0330200195312,2022-03-28 14:36:54.333333248+00:00,0,2022-05-04,100 MHz,20220328,0.0,93.58692932128906,94.42066192626953,1.1199882185848475,0.6180516357421875,11,1.8925569548697518,0.9032103220621747,2.186217861455971,2.377379717898339,91.48989314770847,96.51769809985012,0.10420989990234375,0.0,1.2273519354255271,0.9270774536132812,9.0,0.0,1.8925569548697518,0.9032103220621747,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,604.3418807983398,604.3418807983398,POINT (538267.4848101881 8670303.260536322),dronbreen
dronbreen-20220328-DAT_0228_A1_2,15.0,65,93.37850189208984,538272.0528025884,8670301.733309407,697.6819632393973,2022-03-28 14:36:55.857143040+00:00,0,2022-05-04,100 MHz,20220328,0.0,93.37850189208984,93.89958190917969,0.8648942456173763,0.46351610412597655,11,1.8863663075459152,0.5645033518473307,2.0228418275474245,2.150600831533674,91.40948135372787,95.86860244754166,0.0,0.0,0.9565869552852797,0.6180516357421875,9.0,0.0,1.8863663075459152,0.5645033518473307,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,604.3034613473075,604.3034613473075,POINT (538272.0528025884 8670301.733309407),dronbreen
dronbreen-20220328-DAT_0228_A1_2,20.0,70,93.17005920410156,538276.400040152,8670300.241909053,697.3548431396484,2022-03-28 14:36:57.249999872+00:00,0,2022-05-04,100 MHz,20220328,0.0,92.96162414550781,93.48271179199219,0.6854171056599879,0.4635387268066406,11,1.882239084930051,0.6774139404296875,2.053431705895356,2.1145945777519874,90.96119578649898,95.48314015100102,0.20843505859375,0.0,0.7642588037466237,0.6180403244018554,9.0,0.0,1.882239084930051,0.7903245290120443,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,604.1847839355469,604.1847839355469,POINT (538276.400040152 8670300.241909053),dronbreen
dronbreen-20220328-DAT_0228_A1_2,25.0,76,92.7531967163086,538281.9060162937,8670298.584081583,696.9746704101562,2022-03-28 14:36:59+00:00,0,2022-05-04,100 MHz,20220328,0.0,92.54476165771484,92.85740661621094,0.5697818155832274,0.3090371292114258,11,1.8739856457395014,0.9032185872395834,2.1031238584553225,2.156913844858455,90.46446696302066,94.93770131090513,0.833740234375,0.0,7.131991044949538,0.4635330711364746,10.0,1.0,1.871922213200555,1.0161209106445312,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,604.2214736938477,604.2214736938477,POINT (538281.9060162937 8670298.584081583),dronbreen
dronbreen-20220328-DAT_0228_A1_2,30.0,80,92.33631896972656,538286.0639054409,8670297.213603513,696.6659749348959,2022-03-28 14:37:00.333333248+00:00,0,2022-05-04,100 MHz,20220328,0.0,91.71102142333984,92.54476165771484,0.6004939908407734,0.4635387268066406,11,1.865732649752272,1.241933822631836,2.2887171278683787,2.3203342373857345,89.46973653735401,94.78604654370068,0.729522705078125,0.0,6.9050831348216075,0.8498153434753417,10.0,1.0,1.863669556130347,1.1290232340494792,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,604.3296559651693,604.3296559651693,POINT (538286.0639054409 8670297.213603513),dronbreen
dronbreen-20220328-DAT_0228_A1_2,35.0,85,91.60679626464844,538290.8705683886,8670295.648917405,696.2940063476562,2022-03-28 14:37:01.857143040+00:00,0,2022-05-04,100 MHz,20220328,0.0,91.29415893554688,91.9194564819336,0.622611027580064,0.3090371292114258,11,1.851291994459308,1.4677136739095051,2.382639172128524,2.443176205064703,88.93164640069546,94.28196901678501,0.5210723876953125,0.0,6.623411765735747,0.7725475776672363,10.0,1.0,1.851291994459308,1.3548113505045574,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,604.6872100830078,604.6872100830078,POINT (538290.8705683886 8670295.648917405),dronbreen
dronbreen-20220328-DAT_0228_A1_2,40.0,90,90.98150634765625,538295.5516302055,8670294.195864724,695.9310913085938,2022-03-28 14:37:03.333333248+00:00,0,2022-05-04,100 MHz,20220328,0.0,90.98150634765625,91.5025863647461,0.6224538238708698,0.4635387268066406,11,1.838916474154127,1.1290149688720703,2.2070697202630845,2.245826654420175,88.82366284108478,93.66042987131756,0.20844268798828125,0.0,6.360144021204132,0.6180459800720215,10.0,1.0,1.838916474154127,1.0161043802897136,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,604.9495849609375,604.9495849609375,POINT (538295.5516302055 8670294.195864724),dronbreen
dronbreen-20220328-DAT_0228_A1_2,45.0,95,90.56462860107422,538300.3214069626,8670293.013397798,695.5923004150391,2022-03-28 14:37:04.750000128+00:00,0,2022-05-04,100 MHz,20220328,0.0,90.356201171875,90.87728118896484,0.6514402832149565,0.4635387268066406,11,1.8306667587139405,1.1290232340494792,2.200205080380752,2.2473114352663566,88.20537941159738,93.02810294924247,0.20842742919921875,0.0,6.077639819017848,0.6180459800720215,10.0,1.0,1.832729226275367,1.0161209106445312,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,605.0276718139648,605.0276718139648,POINT (538300.3214069626 8670293.013397798),dronbreen
