radar_key,distance,x,thickness,easting,northing,elevation,time,part_idx,elevation_date,antenna,date_str,temperate,thickness_user_lower,thickness_user_upper,thickness_user_std,thickness_user_nmad,thickness_user_count,thickness_gpr_uncertainty,thickness_gnss_uncertainty,thickness_nmad,thickness_std,thickness_lower,thickness_upper,temperate_user_lower,temperate_user_upper,temperate_user_std,temperate_user_nmad,temperate_user_count,temperate_user_temperate_line_count,temperate_gpr_uncertainty,temperate_gnss_uncertainty,temperate_nmad,temperate_std,temperate_lower,temperate_upper,temperate_frac,temperate_frac_std,bed_type,bed_elevation,temperate_elevation,geometry,glacier
ragna_mariebreen-20230305-DAT_0067_A1_1,0.0,0,1.6082850694656372,553996.3879381111,8634072.838672778,80.64356994628906,2021-04-07 15:19:48+00:00,0,2024-04-29,100 MHz,20230305,0.0,1.6082850694656372,1.6082850694656372,,0.0,1,0.26757173308454396,0.6863549819300429,0.7366666773826924,0.7366666773826924,0.8716183920829448,2.34495174684833,0.0,0.0,,0.0,1.0,0.0,0.26757173308454396,0.5980988194579342,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,79.03528487682343,79.03528487682343,POINT (553996.3879381111 8634072.838672778),ragna_mariebreen
ragna_mariebreen-20230305-DAT_0067_A1_1,5.0,8,1.0721900463104248,554000.9749993174,8634075.297803544,80.67605972290039,2021-04-07 15:19:49.750000128+00:00,0,2024-04-29,100 MHz,20230305,0.0,1.0721900463104248,1.0721900463104248,0.5686147657906604,0.5961109935522079,2,0.2664954720031147,1.5971164231499035,1.725441689054459,1.716136200180065,-0.5470075036177193,2.691387596238569,0.0,0.0,0.5686147657906604,0.5961109935522079,2.0,0.0,0.2664954720031147,0.4355770448843638,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,79.60386967658997,79.60386967658997,POINT (554000.9749993174 8634075.297803544),ragna_mariebreen
ragna_mariebreen-20230305-DAT_0067_A1_1,10.0,16,0.1340237557888031,554005.1773026849,8634077.611643344,80.71772766113281,2021-04-07 15:19:51.400000+00:00,0,2024-04-29,100 MHz,20230305,0.0,0.1340237557888031,2.1443800926208496,1.0763702238100514,1.5896291835844516,5,0.26564484739374544,0.5807696084181468,1.7131203881550134,1.2515723637544551,-0.5046158319357709,2.7830196803454235,0.0,0.0,1.0323600511945918,0.8941664019584655,4.0,0.0,0.26672454112499994,0.5807696084181467,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,80.58370390534401,80.58370390534401,POINT (554005.1773026849 8634077.611643344),ragna_mariebreen
ragna_mariebreen-20230305-DAT_0067_A1_1,15.0,25,0.5360950231552124,554009.3770657236,8634080.34422574,80.79659423828124,2021-04-07 15:19:53.200000+00:00,0,2024-04-29,100 MHz,20230305,0.0,0.5360950231552124,1.3402377367019653,1.0020461908577099,0.7948146138846873,6,0.2658476239305906,0.8711545094847681,1.2088487949242668,1.35413504022222,-0.3747206214980773,2.251053381355255,0.0,0.0,1.0450417114466628,1.5896291393995283,5.0,0.0,0.2658476239305906,0.29038486878077185,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,80.26049921512603,80.26049921512603,POINT (554009.3770657236 8634080.34422574),ragna_mariebreen
ragna_mariebreen-20230305-DAT_0067_A1_1,20.0,34,0.9381663799285889,554013.6833402917,8634083.378809368,80.9283447265625,2021-04-07 15:19:55+00:00,0,2024-04-29,100 MHz,20230305,0.0,0.8041425347328186,1.3402377367019653,0.9085228085275683,0.5961109935522079,7,0.2662931889150966,0.7259621719519298,0.9763613338316584,1.1930410014674915,0.030881170401369173,2.1134991010334145,0.13402384519577026,0.0,0.968006714718994,0.6954628699958324,6.0,0.0,0.2662931889150966,0.8711546063423158,0.0,0.0,0.0,0.0,0.0,0.0,uncertain_cold,79.99017834663391,79.99017834663391,POINT (554013.6833402917 8634083.378809368),ragna_mariebreen
ragna_mariebreen-20230305-DAT_0067_A1_1,25.0,41,1.2062139511108398,554017.1620920876,8634086.194985429,81.10267028808593,2021-04-07 15:19:56.400000+00:00,0,2024-04-29,100 MHz,20230305,0.0,1.2062139511108398,1.3402377367019653,0.8110269788389971,0.19870366451740265,7,0.26672454112499994,0.7259619136651358,0.7985272864613534,1.12068168599982,0.43280417555153916,2.113647512261266,0.0,0.0,0.8578218284696271,0.2980555851459503,6.0,0.0,0.266980326759018,0.7259619136651358,0.0,0.0,0.0,0.0,0.0,0.0,certain_cold,79.89645633697509,79.89645633697509,POINT (554017.1620920876 8634086.194985429),ragna_mariebreen
ragna_mariebreen-20230305-DAT_0067_A1_1,30.0,50,1.6082850694656372,554021.1761324548,8634089.441569867,81.36209106445312,2021-04-07 15:19:58+00:00,0,2024-04-29,100 MHz,20230305,0.0,1.6082850694656372,1.8763327598571777,0.650088230005921,0.19870348777770994,9,0.26757173308454396,1.0163466533025107,1.0695972270346006,1.2357871413869428,0.5573068812880326,2.9273109480347825,0.13402366638183594,0.0,0.6824504731578975,0.29805549677610393,8.0,0.0,0.26757173308454396,0.8711542189121246,0.0,0.0,0.0,0.0,0.0,0.0,uncertain_cold,79.75380599498749,79.75380599498749,POINT (554021.1761324548 8634089.441569867),ragna_mariebreen
ragna_mariebreen-20230305-DAT_0067_A1_1,35.0,58,2.1443800926208496,554025.2774014089,8634092.87771732,81.71920318603516,2021-04-07 15:19:59.600000+00:00,0,2024-04-29,100 MHz,20230305,0.0,1.8763327598571777,2.4124279022216797,0.6290239177523401,0.3974069755554199,9,0.2690712663824427,1.0163470407327015,1.1239630589209226,1.225166006181723,0.8249714263477266,3.463789235731131,0.2680473327636719,0.0,0.6447484488519398,0.2980555851459503,8.0,0.0,0.2690712663824427,1.1615396042664847,0.0,0.0,0.0,0.0,0.0,0.0,uncertain_cold,79.57482309341431,79.57482309341431,POINT (554025.2774014089 8634092.87771732),ragna_mariebreen
ragna_mariebreen-20230305-DAT_0067_A1_1,40.0,65,2.5464515686035156,554029.0014796004,8634096.0757859,82.09949493408203,2021-04-07 15:20:01+00:00,0,2024-04-29,100 MHz,20230305,0.0,2.2784042358398438,3.0825464725494385,0.6325832740107451,0.5961104633331299,9,0.27046952922001644,1.0163469115893047,1.2089096307949796,1.2273045300542846,1.2266843059470918,4.13426640244219,0.2680473327636719,0.0,0.6304104298767185,0.5961104633331299,8.0,0.0,0.27098704674837876,1.1615392168362935,0.0,0.0,0.0,0.0,0.0,0.0,uncertain_cold,79.55304336547852,79.55304336547852,POINT (554029.0014796004 8634096.0757859),ragna_mariebreen
ragna_mariebreen-20230305-DAT_0067_A1_1,45.0,72,3.0825464725494385,554032.7835639422,8634099.201670974,82.55585098266602,2021-04-07 15:20:02.500000+00:00,0,2024-04-29,100 MHz,20230305,0.0,2.5464515686035156,3.6186416149139404,0.6266397369465774,0.5961111702919006,9,0.27269183541531056,1.3067317803700766,1.461936151231681,1.474647802986122,1.2115700072163935,4.953523176301062,0.5360949039459229,0.0,0.6162595515793196,0.5961111702919006,8.0,0.0,0.27331031700882746,1.1615392168362935,0.0,0.0,0.0,0.0,0.0,0.0,uncertain_cold,79.47330451011658,79.47330451011658,POINT (554032.7835639422 8634099.201670974),ragna_mariebreen
